7.249999999999999500e-02,7.718813775510202646e-01,2.000000000000000042e-02,1.000000000000000000e+00,1.055598218221480922e+00,3.728904820933486519e+00,3.774961662292480646e+00,7.249999999999999500e-02,7.718813775510202646e-01,1.000000000000000048e-04
1.265000000000000013e-01,8.223788265306122280e-01,2.000000000000000042e-02,1.000000000000000000e+00,1.310445267963590288e+00,3.371167214711507487e+00,3.718167448043823153e+00,1.064999999999999974e-01,8.093826530612243664e-01,1.000000000000000048e-04
1.960000000000000075e-01,8.583839285714285339e-01,2.000000000000000042e-02,1.000000000000000000e+00,1.521865106906553411e+00,3.099094104766845881e+00,3.669095849990844815e+00,1.435000000000000164e-01,8.368558673469387310e-01,1.000000000000000048e-04
2.325000000000000122e-01,8.881875000000001297e-01,2.000000000000000042e-02,1.000000000000000000e+00,1.724031704579484625e+00,2.835929122115626644e+00,3.622768163681030273e+00,1.854999999999999982e-01,8.615331632653061567e-01,1.000000000000000048e-04
2.929999999999999827e-01,9.090612244897959826e-01,2.000000000000000042e-02,1.000000000000000000e+00,1.892360772686818127e+00,2.595305595975933688e+00,3.587053108215331854e+00,2.234999999999999765e-01,8.802525510204081138e-01,1.000000000000000048e-04
3.410000000000000253e-01,9.212015306122449676e-01,2.000000000000000042e-02,1.000000000000000000e+00,2.002698298591786052e+00,2.379568375963153404e+00,3.566904306411743164e+00,2.554999999999999494e-01,8.946109693877550839e-01,1.000000000000000048e-04
3.960000000000000187e-01,9.328749999999998987e-01,2.000000000000000042e-02,1.000000000000000000e+00,2.124323322033750294e+00,2.178139897548791115e+00,3.547717952728271396e+00,2.919999999999999818e-01,9.060127551020407122e-01,8.500000000000000611e-05
4.089999999999999747e-01,9.412283163265305896e-01,2.000000000000000042e-02,1.000000000000000000e+00,2.216915811269871028e+00,2.012808913173097292e+00,3.532474803924560369e+00,3.094999999999999973e-01,9.143482142857143335e-01,7.225000000000000790e-05
4.354999999999999427e-01,9.450535714285713818e-01,2.000000000000000042e-02,1.000000000000000000e+00,2.266277673005361759e+00,1.870677401802756545e+00,3.523557758331298917e+00,3.339999999999999636e-01,9.211517857142856869e-01,6.141250000000000875e-05
4.620000000000000218e-01,9.476020408163264852e-01,2.000000000000000042e-02,1.000000000000000000e+00,2.298781899609826151e+00,1.743017156918843513e+00,3.514745044708251775e+00,3.509999999999999787e-01,9.266198979591836471e-01,5.220062500000000473e-05
4.835000000000000964e-01,9.517882653061222609e-01,2.000000000000000042e-02,1.000000000000000000e+00,2.357398362190682217e+00,1.649745774991584479e+00,3.508013200759887873e+00,3.639999999999999902e-01,9.311785714285714111e-01,4.437053125000000198e-05
4.984999999999999432e-01,9.547410714285714528e-01,2.000000000000000042e-02,1.000000000000000000e+00,2.399145379429156399e+00,1.561368344046852652e+00,3.502951335906982600e+00,3.734999999999999432e-01,9.347283163265306394e-01,3.771495156249999762e-05
5.090000000000000080e-01,9.569068877551020202e-01,2.000000000000000042e-02,1.000000000000000000e+00,2.432435129708135690e+00,1.492869054909908400e+00,3.498914098739624112e+00,3.840000000000000080e-01,9.379107142857142643e-01,3.205770882812499493e-05
5.124999999999999556e-01,9.568533163265305896e-01,2.000000000000000042e-02,1.000000000000000000e+00,2.433549934507946766e+00,1.432277172262018450e+00,3.495975875854492099e+00,3.905000000000000138e-01,9.404145408163264719e-01,2.724905250390624128e-05
5.250000000000000222e-01,9.574260204081632697e-01,2.000000000000000042e-02,1.000000000000000000e+00,2.441900988900608915e+00,1.375681900978088512e+00,3.495234966278076172e+00,3.984999999999999654e-01,9.426033163265306047e-01,2.316169462832030814e-05
5.314999999999999725e-01,9.588482142857142065e-01,2.000000000000000042e-02,1.000000000000000000e+00,2.463883092712312983e+00,1.342020786531043841e+00,3.491737556457519709e+00,4.055000000000000826e-01,9.445178571428571868e-01,1.968744043407226260e-05
5.300000000000000266e-01,9.596326530612244721e-01,2.000000000000000042e-02,1.000000000000000000e+00,2.476716219852131751e+00,1.307680487632751465e+00,3.489635944366455078e+00,4.164999999999999813e-01,9.460931122448978936e-01,1.673432436896142168e-05
5.314999999999999725e-01,9.597244897959182897e-01,2.000000000000000042e-02,1.000000000000000000e+00,2.478256782344786302e+00,1.267585175326376268e+00,3.488807296752929776e+00,4.249999999999999889e-01,9.475229591836733523e-01,1.422417571361720792e-05
5.340000000000000302e-01,9.603048469387754915e-01,2.000000000000000042e-02,1.000000000000000000e+00,2.488440376582425007e+00,1.247233293995712700e+00,3.488004779815673917e+00,4.309999999999999387e-01,9.488252551020408543e-01,1.209054935657462589e-05
5.424999999999999822e-01,9.609132653061223106e-01,2.000000000000000042e-02,1.000000000000000000e+00,2.498024167900825265e+00,1.225736554463704442e+00,3.486718702316284002e+00,4.375000000000000000e-01,9.498265306122449791e-01,1.027696695308843183e-05
5.429999999999999272e-01,9.605982142857143469e-01,2.000000000000000042e-02,1.000000000000000000e+00,2.492754660864451743e+00,1.209395463900132750e+00,3.486806106567382990e+00,4.450000000000000067e-01,9.507308673469389015e-01,8.735421910125167229e-06
5.400000000000000355e-01,9.614362244897959320e-01,2.000000000000000042e-02,1.000000000000000000e+00,2.507416956539896269e+00,1.199583610621365537e+00,3.486339855194091619e+00,4.495000000000000107e-01,9.515650510204082257e-01,7.425108623606392483e-06
5.449999999999999289e-01,9.613839285714285143e-01,2.000000000000000042e-02,1.000000000000000000e+00,2.505593402399265646e+00,1.189167704004229886e+00,3.485769224166870295e+00,4.554999999999999605e-01,9.522959183673467276e-01,6.311342330065432510e-06
5.454999999999999849e-01,9.614285714285714102e-01,2.000000000000000042e-02,1.000000000000000000e+00,2.506176644179385793e+00,1.172339226621569974e+00,3.485548591613769620e+00,4.620000000000000218e-01,9.529846938775510257e-01,5.364640980555617464e-06
5.450000000000000400e-01,9.616179846938776032e-01,2.000000000000000042e-02,1.000000000000000000e+00,2.509629478294515881e+00,1.163417949821009767e+00,3.485097646713256836e+00,4.679999999999999716e-01,9.535752551020406642e-01,4.559944833472274717e-06
5.489999999999999325e-01,9.617130102040816197e-01,2.000000000000000042e-02,1.000000000000000000e+00,2.511441362519841736e+00,1.157657069148439355e+00,3.484853315353393377e+00,4.734999999999999210e-01,9.540854591836733789e-01,3.875953108451433383e-06
5.534999999999999920e-01,9.619375000000000009e-01,2.000000000000000042e-02,1.000000000000000000e+00,2.515613267927566454e+00,1.157705580104481102e+00,3.484365367889404208e+00,4.789999999999999813e-01,9.545433673469385649e-01,3.294560142183718290e-06
5.494999999999999885e-01,9.620459183673470971e-01,2.000000000000000042e-02,1.000000000000000000e+00,2.517187666209191654e+00,1.149025045741688178e+00,3.484194469451904475e+00,4.829999999999999849e-01,9.549617346938775730e-01,2.800376120856160674e-06
5.500000000000000444e-01,9.621479591836734624e-01,2.000000000000000042e-02,1.000000000000000000e+00,2.519278871290627553e+00,1.140553435773560498e+00,3.484079933166503995e+00,4.844999999999999862e-01,9.553673469387755635e-01,2.380319702727736403e-06
5.534999999999998810e-01,9.620408163265304902e-01,2.000000000000000042e-02,1.000000000000000000e+00,2.517322889213816861e+00,1.135916248596075651e+00,3.484126281738281428e+00,4.860000000000000431e-01,9.557308673469387950e-01,2.023271747318575731e-06
5.519999999999999352e-01,9.620790816326530992e-01,2.000000000000000042e-02,1.000000000000000000e+00,2.517967534724622869e+00,1.131715916503559516e+00,3.484094905853271307e+00,4.900000000000000466e-01,9.560471938775509937e-01,1.719780985220789287e-06
5.520000000000000462e-01,9.621262755102041320e-01,2.000000000000000042e-02,1.000000000000000000e+00,2.518913793697608483e+00,1.133773745912493913e+00,3.483862209320068182e+00,4.909999999999999920e-01,9.563928571428570446e-01,1.461813837437670851e-06
5.509999999999999343e-01,9.621377551020409147e-01,2.000000000000000042e-02,1.000000000000000000e+00,2.519195732985697767e+00,1.122804456768613957e+00,3.483799743652343572e+00,4.929999999999999938e-01,9.566326530612243584e-01,1.242541761822020213e-06
5.504999999999999893e-01,9.621084183673469514e-01,2.000000000000000042e-02,1.000000000000000000e+00,2.518452241186730056e+00,1.130402621717163880e+00,3.483806514739990146e+00,4.949999999999999400e-01,9.568801020408163049e-01,1.056160497548717160e-06
5.490000000000000435e-01,9.622142857142857997e-01,2.000000000000000042e-02,1.000000000000000000e+00,2.520344187723542184e+00,1.129728250070051621e+00,3.483716964721679688e+00,4.964999999999999969e-01,9.571441326530610860e-01,8.977364229164095860e-07
5.509999999999999343e-01,9.622155612244898126e-01,2.000000000000000042e-02,1.000000000000000000e+00,2.520454270713966327e+00,1.125654598799618711e+00,3.483726739883422852e+00,4.984999999999999432e-01,9.573584183673469195e-01,7.630759594789480899e-07
5.504999999999999893e-01,9.622589285714285845e-01,2.000000000000000042e-02,1.000000000000000000e+00,2.521242081338353813e+00,1.124599948796358939e+00,3.483587217330932795e+00,4.994999999999999440e-01,9.575701530612243939e-01,6.486145655571058764e-07
5.524999999999999911e-01,9.623354591836733585e-01,2.000000000000000042e-02,1.000000000000000000e+00,2.522417349824806809e+00,1.119972172289183776e+00,3.483509492874145685e+00,4.999999999999998890e-01,9.577525510204079051e-01,5.513223807235399843e-07
5.514999999999999902e-01,9.623545918367346630e-01,2.000000000000000042e-02,1.000000000000000000e+00,2.522696933629815952e+00,1.125878826415900091e+00,3.483469629287719638e+00,5.020000000000000018e-01,9.579438775510202841e-01,4.686240236150089761e-07
5.524999999999999911e-01,9.623558673469387870e-01,2.000000000000000042e-02,1.000000000000000000e+00,2.522729479356598414e+00,1.123812555544304148e+00,3.483465480804443182e+00,5.044999999999999485e-01,9.580956632653061522e-01,3.983304200727576244e-07
5.529999999999999361e-01,9.623877551020407761e-01,2.000000000000000042e-02,1.000000000000000000e+00,2.523377249924173782e+00,1.120534640369993173e+00,3.483415842056274414e+00,5.070000000000000062e-01,9.582448979591836613e-01,3.385808570618439834e-07
5.509999999999999343e-01,9.624043367346939437e-01,2.000000000000000042e-02,1.000000000000000000e+00,2.523678809919537080e+00,1.113049810582941390e+00,3.483387184143066584e+00,5.080000000000000071e-01,9.584145408163265989e-01,2.877937285025673938e-07
5.519999999999999352e-01,9.623973214285713729e-01,2.000000000000000042e-02,1.000000000000000000e+00,2.523462032734747673e+00,1.116024596040898986e+00,3.483396100997924627e+00,5.080000000000000071e-01,9.585497448979591884e-01,2.446246692271822556e-07
5.514999999999999902e-01,9.624132653061225895e-01,2.000000000000000042e-02,1.000000000000000000e+00,2.523732038679302292e+00,1.119915040695306008e+00,3.483385181427002042e+00,5.080000000000000071e-01,9.587040816326529713e-01,2.079309688431049385e-07
5.514999999999999902e-01,9.623877551020407761e-01,2.000000000000000042e-02,1.000000000000000000e+00,2.523306402102875712e+00,1.122780471137075908e+00,3.483402776718139471e+00,5.090000000000000080e-01,9.588443877551020567e-01,1.767413235166391580e-07
5.519999999999999352e-01,9.623762755102041044e-01,2.000000000000000042e-02,1.000000000000000000e+00,2.523120749241722471e+00,1.114412198283455613e+00,3.483377027511596502e+00,5.084999999999999520e-01,9.589528061224490418e-01,1.502301249891432803e-07
5.514999999999999902e-01,9.623954081632654090e-01,2.000000000000000042e-02,1.000000000000000000e+00,2.523467793408962656e+00,1.114603064638195473e+00,3.483357095718383700e+00,5.100000000000000089e-01,9.590420918367346115e-01,1.276956062407717962e-07
5.514999999999999902e-01,9.624017857142856958e-01,2.000000000000000042e-02,1.000000000000000000e+00,2.523571737391387515e+00,1.115305826158234481e+00,3.483343029022216708e+00,5.100000000000000089e-01,9.591364795918366770e-01,1.085412653046560202e-07
5.509999999999999343e-01,9.624119897959182435e-01,2.000000000000000042e-02,1.000000000000000000e+00,2.523776471319633785e+00,1.118645927039059629e+00,3.483322811126709162e+00,5.114999999999999547e-01,9.592193877551020709e-01,9.226007550895761449e-08
5.509999999999999343e-01,9.624107142857143415e-01,2.000000000000000042e-02,1.000000000000000000e+00,2.523766104979723757e+00,1.120260494405572960e+00,3.483316278457641690e+00,5.120000000000000107e-01,9.592920918367345839e-01,7.842106418261396901e-08
